編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
1116,106歲出預算,三民區公所,高雄市政府,三民區公所,,1,2,10,106歲出預算,
1117,高雄都會區大眾捷運系統整體路網圖,捷運工程局,高雄市政府,捷運工程局,,1,5,32,整體路網圖,
1118,取得高雄市政府資料開放平台所有資料集之資源清單,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,24,73,"help,success,result",
1119,高雄市漁港公告開放停放遊艇停泊停靠數量-月報,海洋局,高雄市政府,海洋局,,2,12,11,統計資料背景說明,
1120,南北高雄計程車共乘,交通局,高雄市政府,交通局,,1,4,15,南北高雄計程車共乘,
1121,北高雄共乘費率表,交通局,高雄市政府,交通局,,1,1,5,北高雄共乘費率表,
1122,106年度高雄市養鹿場結核病檢驗合格名冊,農業局,高雄市政府,農業局,,1,9,32,提供106年度高雄市養鹿場結核病檢驗合格名冊,
1123,高雄市政府文化局-演出活動,文化局,高雄市政府,文化局,,1,54,150,"PRGID,PRGNAME,PRGACT,PRGDATE,PRGSTIME,PRGETIME,ORGNAME,PRGPLACE,PRGAG,PRGCONT,PRGTICKET,TICKETSYSURL,ITEMDESC,IMAGE1,IMAGE2,",
1124,身心障礙人員進用情形,人事處,高雄市政府,人事處,,2,24,61,提供105年身心障礙人員進用情形,
1125,高雄市特定寵物業清冊,農業局,高雄市政府,農業局,,1,14,46,提供高雄市特定寵物業清冊,
1126,為毛小孩找一個家公益櫥窗計畫合作店家目錄,農業局,高雄市政府,農業局,,1,12,50,"店家,地址,電話",
1127,105年高雄市寵物登記站簽約動物醫院,農業局,高雄市政府,農業局,,1,13,96,提供105年高雄市寵物登記站簽約動物醫院,
1128,高雄市藥局資料,衛生局,高雄市政府,衛生局,,1,33,81,"編號,機構名稱,地址,電話",
1129,浮游植物調查,海洋局,高雄市政府,海洋局,,1,5,30,提供浮游植物調查,
1130,駁二 Pier2交通資訊,文化局,高雄市政府,文化局,,1,6,34,"PIER2_ID,PIER2_TYPE,PIER2_TRAFFIC,PIER2_Image,",
1131,高雄市道路挖掘資訊,工務局,高雄市政府,工務局,,1,101,197,"系統編號,發文字號,施工單位,施工單位電話,許可證號,行政區,施工地點,核准日期,核准開始施工日期,核准結束施工日期,展延開始施工日期,展延結束施工日期,核准機關,施工原因,案件狀態,緯度(WGS84),經度(WGS84),",
1132,高雄市道路挖掘資訊,,高雄市政府,,,0,0,2,,
1133,高雄仁武區公所年度施政計畫,仁武區公所,高雄市政府,仁武區公所,,7,11,17,施政計畫與預算配合對照,
1134,浮游動物調查,海洋局,高雄市政府,海洋局,,1,5,22,提供浮游動物調查,
1135,高雄市政府-污水處理廠,水利局,高雄市政府,水利局,,1,2,26,高雄市政府於大高雄地區各地建置污水處理廠(含中區污水處理廠、鳳山溪污水處理廠、大樹污水處理廠、楠梓污水處理廠、旗美污水處理廠)，以淨化水源，並確保水資源循環使用。,
1136,高雄市政府勞工局博愛職業技能訓練中心資料盤點表,勞工局,高雄市政府,勞工局,,1,10,28,高雄市政府勞工局博愛職業技能訓練中心資料盤點情形,
1137,高雄市政府高字設計圖授權管理要點/審查作業要點/契約書,新聞局,高雄市政府,新聞局,,3,13,34,高雄市政府高字設計圖授權管理要點/審查作業要點/契約書,
1138,高雄市現有警力配置,警察局,高雄市政府,警察局,,1,11,30,分局、警力數,
1139,高雄市民間警力數,警察局,高雄市政府,警察局,,1,4,13,民間警力數,
1140,高雄市各分局派出所轄區地址電話,警察局,高雄市政府,警察局,,1,16,79,"單位,郵遞區號,地址,電話,經度Lng,緯度Lat,資料序號Seq,",
1141,警政知識,警察局,高雄市政府,警察局,,1,7,28,警政知識,
1142,高雄市產後護理機構(產後護理之家)名冊,衛生局,高雄市政府,衛生局,,1,27,177,"單位,地址,電話",
1143,高雄市警局現有正式員額,警察局,高雄市政府,警察局,,1,7,13,性別、員額數,
1144,大高雄家禽批發市場基本資料一覽表,農業局,高雄市政府,農業局,,1,0,14,大高雄家禽批發市場基本資料一覽表,
1145,高雄市物價統計,主計處,高雄市政府,主計處,,1,26,55,高雄市物價統計,
1146,高雄市民營路外停車場一覽表,交通局,高雄市政府,交通局,,1,292,710,高雄市政府民營停車場一覽表,
1147,高雄市處理業機構名冊,環境保護局,高雄市政府,環境保護局,,1,7,33,"編號,機構名稱,電話,業別,處理項目,所在區域,處理廠地點,經度Lng,緯度Lat,資料序號Seq,",
1148,高雄市促進產業發展自治條例獎助措施核定獎助申請案清冊,經濟發展局,高雄市政府,經濟發展局,,4,18,45,高雄市促進產業發展自治條例獎助措施核定獎助申請案清冊,
1149,高雄市政府政風處暨各政風機構(單位)受理財產申報人數,政風處,高雄市政府,政風處,,1,37,57,高雄市政府政風處暨各政風機構(單位)受理財產申報人數,
1150,登革熱定位即時通(僅供防疫人員下載使用),衛生局,高雄市政府,衛生局,,0,0,9,,
1151,高雄市心理諮商機構,衛生局,高雄市政府,衛生局,,1,19,60,機構名稱、地址、電話,
1152,高雄市政府捷運工程局公關業務辦理情形—105年度,捷運工程局,高雄市政府,捷運工程局,,1,2,10,公關業務辦理—105年度,
1153,公共藝術,文化局,高雄市政府,文化局,,1,33,127,公共藝術,
1154,高雄市政府出版品目錄,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,1,11,高雄市政府出版品目錄,
1155,高雄市公共腳踏車資訊,環境保護局,高雄市政府,環境保護局,,3,254,466,請參閱高雄市公共腳踏車系統資料庫代碼說明文件,
1156,高雄市公費流感抗病毒藥劑合約醫療院所,衛生局,高雄市政府,衛生局,,3,75,117,機構名稱、地址、電話,
1157,103年高雄市公有土地面積統計表,地政局,高雄市政府,地政局,,1,14,44,"區名,公有土地總面積(平方公尺),國有土地總面積(平方公尺),省有土地總面積(平方公尺),高雄市有土地總面積(平方公尺),高雄市共有土地總面積(平方公尺),其他總面積(平方公尺),",
1158,高雄市政府捷運工程局辦理公開活動民眾參與情形—105年度,捷運工程局,高雄市政府,捷運工程局,,1,2,9,辦理公開活動民眾參與—105年度,
1159,高雄市立圖書館-分館資訊,文化局,高雄市政府,文化局,,1,45,162,高雄市立圖書館-分館資訊,
1160,高雄市公有零售市場,經濟發展局,高雄市政府,經濟發展局,,1,9,63,"行政區別,市場名稱,市場地址,電話,",
1161,全民督工相關統計資料,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,28,72,督工件數、處理時效及滿意度等統計資料,
1162,公厠位置,環境保護局,高雄市政府,環境保護局,,1,31,117,"公廁名稱,公廁地址,經度Lng,緯度Lat,資料序號Seq,",
1163,高雄市政府捷運工程局文宣出版品清單,捷運工程局,高雄市政府,捷運工程局,,1,0,10,"專書名稱,出版者,出版日期,ISBN",
1164,高雄市政府捷運工程局文宣出版品—高雄捷運潛盾隧道施工專輯,捷運工程局,高雄市政府,捷運工程局,,1,7,17,高雄捷運潛盾隧道施工專輯,
1165,高雄市政府捷運工程局文宣出版品—高雄捷運軌道專輯,捷運工程局,高雄市政府,捷運工程局,,1,17,25,高雄捷運軌道專輯,
1166,高雄市政府捷運工程局文宣出版品—高雄捷運車站專輯,捷運工程局,高雄市政府,捷運工程局,,1,5,19,高雄捷運車站專輯,
1167,高雄市政府捷運工程局文宣出版品—高雄捷運南岡山站影像專輯,捷運工程局,高雄市政府,捷運工程局,,1,2,11,高雄捷運南岡山站影像專輯,
1168,高雄市政府捷運工程局文宣出版品—高雄捷運 Keep Going,捷運工程局,高雄市政府,捷運工程局,,1,5,12,高雄捷運 Keep Going,
1169,高雄市政府捷運工程局文宣出版品—舒活新脈動,捷運工程局,高雄市政府,捷運工程局,,1,2,9,舒活新脈動,
1170,工務局資料盤點表,工務局,高雄市政府,工務局,,2,21,35,序號、管理單位、業務或資料集名稱、使用對象(1.內部使用。2.提供民眾使用。3.跨機關使用。)、資料分類(甲類：開放資料。乙類：有限度利用資料。丙類：不開放資料。)、現況(1.免費使用。2.免費申請。3.收費。4.未開放。)、開放程度(1.已開放。2.預定開放(請填寫預定開放日期)。3.不能開放(請於備註欄填寫不能開放理由)。)、備註,
1171,高雄市政府員工廉政倫理規範Q＆A,政風處,高雄市政府,政風處,,1,7,14,高雄市政府員工廉政倫理規範Q＆A,
1172,天然災害停止上班及上課作業Q&A（問答資料）,教育局,高雄市政府,教育局,,1,9,26,天然災害停止上班及上課作業Q&A（問答資料）收集,
1173,茄萣區茄萣路二段(濱海路四段以南)道路拓寬工程,工務局,高雄市政府,工務局,,3,20,52,茄萣區茄萣路二段(濱海路四段以南)道路拓寬工程徵收計畫書,
1174,高雄市清潔針具執行點,衛生局,高雄市政府,衛生局,,2,12,45,"清潔針具執行點名稱,電話,地址,服務時間",
1175,高雄市合格病媒防治業,環境保護局,高雄市政府,環境保護局,,2,19,44,高雄市合格病媒防治業,
1176,動物狂犬病預防注射站名冊,農業局,高雄市政府,農業局,,1,7,41,提供動物狂犬病預防注射站名冊,
1177,高雄市傳播媒體-廣播電台現況,新聞局,高雄市政府,新聞局,,2,13,27,高雄市傳播媒體-廣播電台現況,
1178,高雄市現有漁筏數量,海洋局,高雄市政府,海洋局,,2,6,8,統計資料背景說明,
1179,研究發展考核委員會資料盤點表,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,8,42,"序號, 管理單位, 業務或資料集名稱, 使用對象, 資料分類, 現況, 開放程度 ,備註 資料分類-甲類：開放資料。乙類：有限度利用資料。丙類：不開放資料。  現況-1.免費使用。2.免費申請。3.收費。4.未開放。  開放程度 - 1.已開放。2.預定開放(請填寫預定開放日期)。3.不能開放(請於備註欄填寫不能開放理由)。  ",
1180,e啦原住民,原民會,高雄市政府,原民會,,0,0,5,,
1181,取得高雄市政府資料開放平台近期異動資料,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,4,29,"help,success,result  result:user_id,timestamp,object_id,revision_id,data,id,activity_type  data:package: maintainer,name,metadata_modified,author,url,notes,owner_org,private,author_email,state,version,creator_user_id,id,title,revision_id,type,license_id",
1182,勞工教育生活中心資料盤點表,勞工局,高雄市政府,勞工局,,1,10,27,勞工教育生活中心開放資料盤點表,
1183,高雄市回收業機構名冊,環境保護局,高雄市政府,環境保護局,,1,5,49,"序號,機構名稱,電話,業別,回收項目,貯存廠址,經度Lng,緯度Lat,資料序號Seq,",
1184,高雄都會區大眾捷運系統紅線兩側禁限建範圍公告,捷運工程局,高雄市政府,捷運工程局,,1,34,47,紅線禁限建範圍,
1185,高雄都會區捷運系統紅橘線用地辦理都市計畫變更情形—105年度,捷運工程局,高雄市政府,捷運工程局,,1,2,10,紅橘線用地辦理都市計畫變更情形—105年度,
1186,高雄紅橘線捷運車站中心座標,捷運工程局,高雄市政府,捷運工程局,,1,46,188,"車站編號,車站中文名稱,車站英文名稱,車站緯度,車站經度,",
1187,本區災害避難收容處所資料,旗山區公所,高雄市政府,旗山區公所,,1,3,22,旗山區因應各項災害避難收容處所一覽表,
1188,大寮區廢棄物處理場回饋金支用情形,大寮區公所,高雄市政府,大寮區公所,,2,4,14,大寮區廢棄物處理場回饋金 104 年度支用情形,
1189,高雄市垃圾焚化廠位置,環境保護局,高雄市政府,環境保護局,,1,12,60,"名稱,電話,傳真,住址,",
1190,高市聯合醫院網路掛號APP,衛生局,高雄市政府,衛生局,,0,0,18,,
1191,高雄市居家復健合約單位名冊,衛生局,高雄市政府,衛生局,,1,4,31,"服務類別,編號,機構名稱,區域,地址,電話",
1192,105年高雄市不動產抵押權設定統計,地政局,高雄市政府,地政局,,12,62,55,"區名,件數,土地筆數,土地面積(平方公尺),建物棟(戶)數,建物面積(平方公尺),",
1193,106年高雄市不動產抵押權設定統計,地政局,高雄市政府,地政局,,11,21,82,"區名,件數,	土地筆數,土地面積(平方公尺),建物棟(戶)數,建物面積(平方公尺),",
1194,高雄市遠距健康照護服務據點,衛生局,高雄市政府,衛生局,,1,44,104,"區域,據點名稱,地址,電話",
1195,民眾檢舉案件資訊管理系統,環境保護局,高雄市政府,環境保護局,,1,89,114,民眾檢舉案件資訊管理系統,
1196,高雄市民眾檢舉違反廢棄物清理法案件獎勵辦法,環境保護局,高雄市政府,環境保護局,,1,20,57,高雄市民眾檢舉違反廢棄物清理法案件獎勵辦法,
1197,高雄市檢舉違反水污染防治法案件獎勵辦法,環境保護局,高雄市政府,環境保護局,,1,6,25,高雄市檢舉違反水污染防治法案件獎勵辦法,
1198,列管後備軍人動態統計表,民政局,高雄市政府,民政局,,4,2,10,"軍階,役别,上月列管人數,增加數小計,增加數退伍報到,增加數停役報到,增加數零退報到,增加數遷入,增加數轉役入,增加數其他,減少數小計,減少數遷出,減少數志願服役,減少數轉役出,減少數免役,減少數回役,減少數除役,減少數禁役,減少數死亡,減少數其他,本月列管人數,本月中出國,本月中失蹤人口,本月中失蹤撤銷,本月中回國,本月中區內住變,備註 ",
1199,鳳山水庫回饋金運用情形,大寮區公所,高雄市政府,大寮區公所,,3,1,11,鳳山水庫水質水量保護區回饋金 102 年度支用情形,
1200,高雄市住宅補貼辦理情形表,都市發展局,高雄市政府,都市發展局,,1,45,121,提供高雄市住宅補貼辦理情形表,
1201,高雄市政府年度施政績效成果報告,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,21,66,"年度,網址,",
1202,高雄市政府暨所屬機關學校100年度至105年度退休公教員工統計表,人事處,高雄市政府,人事處,,1,5,21,高雄市政府暨所屬機關學校100年度至105年度退休公教員工統計表,
1203,高雄市稅捐稽徵處聯絡資訊,財政局,高雄市政府,財政局,,1,13,38,提供高雄市稅捐稽徵處聯絡資訊,
1204,超額獎勵金,勞工局,高雄市政府,勞工局,,3,9,21,高雄市超額進用身心障礙者獎勵辦法,
1205,高雄市戶政線上e指通,民政局,高雄市政府,民政局,,0,0,10,,
1206,河川水質監測資料,環境保護局,高雄市政府,環境保護局,,2,32,88,河川水質監測資料,
1207,道路地名英譯,研究發展考核委員會,高雄市政府,研究發展考核委員會,,3,104,165,提供道路地名英譯,
1208,中油回饋金運用情形,大寮區公所,高雄市政府,大寮區公所,,4,0,13,102年中油回饋金運用情形,
1209,高雄市原住民族文化園區ROT案前置作業計畫-公聽會會議紀錄,原住民事務委員會,高雄市政府,原住民事務委員會,,1,9,43,高雄市原住民族文化園區ROT案前置作業計畫-公聽會會議紀錄,
1210,高雄市原住民族文化園區ROT案規劃公開資訊,原住民事務委員會,高雄市政府,原住民事務委員會,,1,17,59,高雄市原住民族文化園區ROT案規劃公開資訊,
1211,高雄市重要統計快報-社會安全,主計處,高雄市政府,主計處,,1,13,44,高雄市重要統計快報-社會安全,
1212,替代役役男薪俸標準表,民政局,高雄市政府,民政局,,1,15,32,薪額、管理加給、專業加給 ,
1213,高雄市現有無動力舢舨數量,海洋局,高雄市政府,海洋局,,2,4,7,統計資料背景說明,
1214,衞生掩埋場位置,環境保護局,高雄市政府,環境保護局,,1,5,36,"編號,掩埋場名稱,電話,地址,座標-N,座標-E,",
1215,三民第二戶政事務所人口異動統計,民政局,高雄市政府,民政局,,4,4,15,三民區第二戶政事務所103年人口異動統計,
1216,三民區第二戶政事務所人口教育程度統計,民政局,高雄市政府,民政局,,5,7,8,101年人口教育程度統計,
1217,三民區第二戶政事務所人口概況統計,民政局,高雄市政府,民政局,,48,58,13,103年1月份人口概況統計,
1218,高雄市三民第二戶政所各里戶口數與戶籍動態登記數-按性別、登記項目及區域分,民政局,高雄市政府,民政局,,48,24,17,高雄市三民區第二戶政事務所103年1月各里戶口數與戶籍動態登記數-按性別、登記項目及區域分,
1219,高雄市三民區第二戶政事務所各里現住人口數-按性別及原住民身分分,民政局,高雄市政府,民政局,,48,48,13,高雄市三民區第二戶政事務所103年1月各里現住人口數-按性別及原住民身分分,
1220,高雄市三民區第二戶政事務所各里現住人口數-按性別及年齡分,民政局,高雄市政府,民政局,,48,50,16,高雄市三民區第二戶政事務所103年1月各里現住人口數-按性別及年齡分,
1221,三民區第二戶政事務所人口年齡層分布統計,民政局,高雄市政府,民政局,,6,14,12,100年人口年齡層分布統計,
1222,高雄市納骨塔坐標資訊,民政局,高雄市政府,民政局,,1,67,152,納骨塔行政區、塔名、地址、電話、傳真、緯度、經度資訊,
1223,高雄市地方型SBIR歷屆執行計畫一覽表,經濟發展局,高雄市政府,經濟發展局,,13,60,52,"序號,廠商名稱,計畫名稱,",
1224,海域水文監測,海洋局,高雄市政府,海洋局,,1,5,26,提供海域水文監測,
1225,海域底質監測,海洋局,高雄市政府,海洋局,,1,11,26,提供海域底質監測,
1226,公務人員協會年度各項活動訊息,人事處,高雄市政府,人事處,,1,15,48,提供公務人員協會年度各項活動訊息,
1227,高雄市政府捷運工程局為民服務案件統計—105年度,捷運工程局,高雄市政府,捷運工程局,,1,1,9,為民服務案件統計—105年度,
1228,高雄市仁武區公所提升服務品質執行計畫,仁武區公所,高雄市政府,仁武區公所,,3,25,31,實施要項與方法 ,
1229,高雄市取締酒駕及危險駕車勤務,警察局,高雄市政府,警察局,,1,9,24,案件數,
1230,高雄市各役政單位坐標資訊,民政局,高雄市政府,民政局,,2,23,86,單位、電話、傳真、地址、座標,
1231,政府服務品質獎,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,5,30,政府服務品質獎1-8屆得獎名單,
1232,楠梓污水處理廠導覽預約,水利局,高雄市政府,水利局,,1,1,11,網路預約,
1233,高雄市取締色情,警察局,高雄市政府,警察局,,1,5,44,單位、件數,
1234,高雄市仁武區避難收容處所,仁武區公所,高雄市政府,仁武區公所,,1,3,10,避難收容處所地點,
1235,高雄市忠烈祠管理概況,民政局,高雄市政府,民政局,,1,5,20,身份、本年入祠牌位數、本年入祠人數		,
1236,高雄市觀光、無障礙計程車收費標準(彙整),交通局,高雄市政府,交通局,,1,1,5,高雄市觀光、無障礙計程車收費標準(彙整),
1237,觀光計程車,交通局,高雄市政府,交通局,,1,11,27,觀光計程車,
1238,106年高雄市政府姊妹市及友好城市清單,秘書處,高雄市政府,秘書處,,1,30,158,"id,項次,姊妹市,洲別,國別,地址",
1239,106年上半年高雄市政府秘書處姊妹市友好城市重要城市交流互訪情形一覽表,秘書處,高雄市政府,秘書處,,1,31,52,106年高雄市政府秘書處與姊妹市友好城市及其他重要城市交流一覽表,
1240,高雄市與外國姊妹校締結名單,教育局,高雄市政府,教育局,,2,9,31,高雄市與國外學校簽訂姊妹校名單,
1241,106年高雄市政府行政中心場地介紹,秘書處,高雄市政府,秘書處,,1,51,84,高雄市政府行政中心場地介紹,
1242,106年高雄市政府四維行政中心行政大樓圖資,秘書處,高雄市政府,秘書處,,40,163,156,經發局1F,
1243,高雄市31層以上超高大樓房屋標準單價表,財政局,高雄市政府,財政局,,1,6,36,提供高雄市31層以上超高大樓房屋標準單價表,
1244,高雄市家畜禽屠宰場名冊,農業局,高雄市政府,農業局,,1,4,22,高雄市家畜禽屠宰場名冊,
1245,三民區公所基本資料表,三民區公所,高雄市政府,三民區公所,,1,20,68,三民區公所基本資料表,
1246,高雄市三民區公所場地使用管理規則,三民區公所,高雄市政府,三民區公所,,1,6,9,場地使用管理規則,
1247,三民區公所資料盤點表,三民區公所,高雄市政府,三民區公所,,1,8,21,三民區公所資料盤點資料,
1248,高雄市二代戒菸合約機構,衛生局,高雄市政府,衛生局,,1,6,46,"醫院名稱,預約專線,地址,檢查時間,掛號注意事項,健保特約類別",
1249,高雄市戒菸門診合約醫事機構,衛生局,高雄市政府,衛生局,,2,81,150,機構類別、名稱、地址、電話、提供服務,
1250,高雄市違反社會秩序維護法案件,警察局,高雄市政府,警察局,,1,1,12,高雄市違反社會秩序維護法案件,
1251,高雄市重要統計快報-社會福利,主計處,高雄市政府,主計處,,1,16,52,高雄市重要統計快報-社會福利,
1252,市政FAQ,研究發展考核委員會,高雄市政府,研究發展考核委員會,,3,41,136,"kind, kind_name類別代號, 類別名稱",
1253,升官等訓練人員通過比率,人事處,高雄市政府,人事處,,2,37,73,晉升薦任官等訓練人員通過比率,
1254,高雄市加氣站一覽表,經濟發展局,高雄市政府,經濟發展局,,1,11,63,"序號,營業主體,站名,行政區,站址,電話號碼,",
1255,警政統計指標,警察局,高雄市政府,警察局,,1,8,26,全般刑案、暴力犯罪,
1256,行政救濟案件統計,財政局,高雄市政府,財政局,,1,8,43,提供行政救濟案件統計,
1257,高雄市傳播媒體-報紙現況,新聞局,高雄市政府,新聞局,,2,11,36,高雄市傳播媒體-報紙現況,
1258,職業重建服務窗口據點資訊,勞工局,高雄市政府,勞工局,,2,14,38,服務據點資訊圖,
1259,補助私人團體經費報告,民政局,高雄市政府,民政局,,1,0,12,工作計畫科目名稱、補助事項或用途、補助對象、主辦機關、累計撥付金額,
1260,本處代發他縣市稅捐機關作業統計,財政局,高雄市政府,財政局,,1,6,19,提供本處代發他縣市稅捐機關作業統計,
1261,高雄市政府歷年補助本市公教退休人員協會活動經費表,人事處,高雄市政府,人事處,,1,20,40,提供高雄市政府歷年補助本市公教退休人員協會活動經費表,
1262,常備兵役役男家屬安家費及三節生活扶助金統計,民政局,高雄市政府,民政局,,1,1,8,"行政區別,合計發給戶數,合計發給口數,合計金額,一次安家費小計發給戶數,一次安家費小計發給口數,一次安家費小計金額,一次安家費甲級發給戶數,一次安家費甲級發給口數,一次安家費甲級金額,一次安家費乙級發給戶數,一次安家費乙級發給口數,一次安家費乙級金額,一次安家費丙級發給戶數,一次安家費丙級發給口數,一次安家費丙級金額,三節生活扶助金小計發給戶數,三節生活扶助金小計發給口數,三節生活扶助金小計金額,三節生活扶助金甲級發給戶數,三節生活扶助金甲級發給口數,三節生活扶助金甲級金額,三節生活扶助金乙級發給戶數,三節生活扶助金乙級發給口數,三節生活扶助金乙級金額,三節生活扶助金丙級發給戶數,三節生活扶助金丙級發給口數,三節生活扶助金丙級金額 ",
1263,替代役役男家屬安家費及三節生活扶助金統計,民政局,高雄市政府,民政局,,1,0,10,"行政區別,合計發給戶數,合計發給口數,合計金額,一次安家費小計發給戶數,一次安家費小計發給口數,一次安家費小計金額,一次安家費甲級發給戶數,一次安家費甲級發給口數,一次安家費甲級金額,一次安家費乙級發給戶數,一次安家費乙級發給口數,一次安家費乙級金額,一次安家費丙級發給戶數,一次安家費丙級發給口數,一次安家費丙級金額,三節生活扶助金小計發給戶數,三節生活扶助金小計發給口數,三節生活扶助金小計金額,三節生活扶助金甲級發給戶數,三節生活扶助金甲級發給口數,三節生活扶助金甲級金額,三節生活扶助金乙級發給戶數,三節生活扶助金乙級發給口數,三節生活扶助金乙級金額,三節生活扶助金丙級發給戶數,三節生活扶助金丙級發給口數,三節生活扶助金丙級金額 ",
1264,常備兵役役男家屬各項扶(慰)助經費統計,民政局,高雄市政府,民政局,,1,1,10,行政區別、總計件(戶)數、總計金額、一次安家費件(戶)數、一次安家費金額、三節生活扶助金件(戶)數、三節生活扶助金金額、生育補助金件(戶)數、生育補助金金額	、喪葬補助金件(戶)數、喪葬補助金金額、急難慰助金件(戶)數、急難慰助金金額、健保補助費件(戶)數、健保補助費金額、醫療補助費件(戶)數、醫療補助費金額,
1265,替代役役男家屬各項扶(慰)助經費統計,民政局,高雄市政府,民政局,,1,4,11,行政區別、總計件(戶)數、總計金額、一次安家費件(戶)數、一次安家費金額、三節生活扶助金件(戶)數、三節生活扶助金金額、生育補助金件(戶)數、生育補助金金額	、喪葬補助金件(戶)數、喪葬補助金金額、急難慰助金件(戶)數、急難慰助金金額、健保補助費件(戶)數、健保補助費金額、醫療補助費件(戶)數、醫療補助費金額,
1266,104年高雄市測量案件統計,地政局,高雄市政府,地政局,,7,31,54,高雄市測量案件統計(104年6月),
1267,高雄市各級學校設有泳池名單,教育局,高雄市政府,教育局,,1,3,21,高雄市立各級學校設有泳池名單,
1268,民政局執行台電公司促協金經費一覽表,民政局,高雄市政府,民政局,,2,6,22,105年度本局執行台電公司促協金名稱、補助地區、補助金額、執行金額等,
1269,台鐵捷運化-高雄市區鐵路地下化計畫園道用地開闢工程(民族路至正義路),工務局,高雄市政府,工務局,,1,36,69,值,
1270,台鐵捷運化-高雄市區鐵路地下化計畫園道用地開闢工程(愛河至哈爾濱街),工務局,高雄市政府,工務局,,1,43,89,值,
1271,污水下水道用戶接管普及率,水利局,高雄市政府,水利局,,1,11,48,"年/月/日,原高雄市戶數,原高雄縣戶數,高雄市總戶數,總人口數,普及率(%),",
1272,現場徵才活動,勞工局,高雄市政府,勞工局,,3,44,120,limit	筆數限制offset	開始筆數，以0為第一筆total	總資料筆數title	標題category	分類top	置頂設定：1-置頂 / 0-不置頂publication_date	上架日期takendown_date	下架日期app_publication_date	APP推廣上架日期：可為空值app_takendown_date	APP推廣下架日期：可為空值contents	訊息內容，HTML格式。title	連結標題url	超連結位址filename	檔案名稱url	檔案下載位址,
1273,印花稅徵收稅額-按來源別,財政局,高雄市政府,財政局,,2,2,6,印花稅徵收稅額-按來源別,
1274,逾核課期限件數,財政局,高雄市政府,財政局,,2,0,6,逾核課期限件數,
1275,違章罰鍰案件移送執行件數,財政局,高雄市政府,財政局,,2,2,7,違章罰鍰案件移送執行件數,
1276,高雄市稅捐稽徵處歲出預算執行率,財政局,高雄市政府,財政局,,2,0,10,高雄市稅捐稽徵處歲出預算執行率,
1277,娛樂稅查定及申報家數-按來源別,財政局,高雄市政府,財政局,,2,3,8,娛樂稅查定及申報家數-按來源別,
1278,娛樂稅實徵淨額-按來源別,財政局,高雄市政府,財政局,,2,2,8,娛樂稅實徵淨額-按來源別,
1279,查核定開徵件數,財政局,高雄市政府,財政局,,2,3,8,查核定開徵件數,
1280,查核定開徵金額,財政局,高雄市政府,財政局,,2,2,7,查核定開徵金額,
1281,實徵件數,財政局,高雄市政府,財政局,,2,0,5,實徵件數,
1282,實徵金額,財政局,高雄市政府,財政局,,2,0,8,實徵金額,
1283,減免註銷件數,財政局,高雄市政府,財政局,,2,0,6,減免註銷件數,
1284,減免註銷金額,財政局,高雄市政府,財政局,,2,0,8,減免註銷金額,
1285,逾徵收期限件數,財政局,高雄市政府,財政局,,2,2,7,逾徵收期限件數,
1286,逾徵收期限金額,財政局,高雄市政府,財政局,,2,1,7,逾徵收期限金額,
1287,逾核課期限金額,財政局,高雄市政府,財政局,,2,0,6,逾核課期限金額,
1288,未徵件數-按未徵情形別,財政局,高雄市政府,財政局,,2,1,9,未徵件數-按未徵情形別,
1289,未徵金額-按未徵情形別,財政局,高雄市政府,財政局,,2,0,7,未徵金額-按未徵情形別,
1290,違章漏稅案件受理件數,財政局,高雄市政府,財政局,,2,1,6,違章漏稅案件受理件數,
1291,違章漏稅案件審理件數,財政局,高雄市政府,財政局,,2,0,7,違章漏稅案件審理件數,
1292,違章漏稅案件處罰後自行繳納件數,財政局,高雄市政府,財政局,,2,0,7,違章漏稅案件處罰後自行繳納件數,
1293,違章漏稅案件處罰後自行繳納金額,財政局,高雄市政府,財政局,,2,0,7,違章漏稅案件處罰後自行繳納金額,
1294,違章罰鍰案件移送執行金額,財政局,高雄市政府,財政局,,2,0,6,違章罰鍰案件移送執行金額,
1295,違章罰鍰案件更正註銷件數,財政局,高雄市政府,財政局,,2,0,6,違章罰鍰案件更正註銷件數,
1296,違章罰鍰案件更正註銷金額,財政局,高雄市政府,財政局,,2,1,7,違章罰鍰案件更正註銷金額,
1297,違章罰鍰案件移送執行繳納件數,財政局,高雄市政府,財政局,,2,0,6,違章罰鍰案件移送執行繳納件數,
1298,違章罰鍰案件移送執行繳納金額,財政局,高雄市政府,財政局,,2,0,6,違章罰鍰案件移送執行繳納金額,
1299,違章罰鍰案件發給執行憑證件數,財政局,高雄市政府,財政局,,2,1,6,違章罰鍰案件發給執行憑證件數,
1300,違章罰鍰案件發給執行憑證金額,財政局,高雄市政府,財政局,,2,0,6,違章罰鍰案件發給執行憑證金額,
