編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
1214,103年桃園市土地公告現值-蘆竹,地政局,桃園市政府,地政局,,,2,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
1215,105年桃園市政府所屬機關學校原住民族人員進用情形(非原住民族地區),人事處,桃園市政府,人事處,,,0,,非原住民族地區進用情形、依法應進用約僱五類原住民族人數、實際已進用約僱五類原住民族人數、超額或不足額進用約僱五類原住民族人數、具公務人員任用資格之原住民族人數,
1216,桃園市103年度建築物公共安全檢查申報數量,都市發展局,桃園市政府,都市發展局,,,215,,月份、申報件數、符合件數、審查未完成,
1217,桃園市政府免費法律諮詢服務時間及地點,法務局,桃園市政府,法務局,,,356,,服務處所、服務時間、聯絡電話、地址,
1218,桃園市特色店家,經濟發展局,桃園市政府,經濟發展局,,,355,,店家名稱、公司電話、營業地址,
1219,106年度桃園青年行動講堂暨公共事務宣傳計畫,青年事務局,桃園市政府,青年事務局,,,24,,機關名稱：桃園市政府青年事務局地址：桃園市中壢區環北路390號電話：(03)4225205,
1220,網路社群專區,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,583,,"classname((分類名稱)、serno(分類序號)、mserno(分類序號)、thumbnail(圖片路徑)、subject(標題)、url(fb連結網址,要在瀏覽器貼上網址)、detailconent(內文)",
1221,桃園市水資源回收中心回饋金補助範圍,水務局,桃園市政府,水務局,,,442,,shp檔案,
1222,桃園市各行政區住宅補貼受理情形(103年度),都市發展局,桃園市政府,都市發展局,,,195,,區、租金補貼申請戶數、租金補貼核定戶數、購屋貸款申請戶數、購屋貸款核定戶數、修繕貸款申請戶數、修繕貸款核定戶數、合計申請戶數、合計核定戶數,
1223,106年度桃園市市公費流感抗病毒藥劑合約配置點,衛生局,桃園市政府,衛生局,,,44,,十碼章，醫院名稱，縣市別，行政區，郵遞區號，地址，連絡電話，座標緯度，座標經度，備註，建立日期，更新日期,
1224,修惜站(巨大傢俱再生)資訊,環境保護局,桃園市政府,環境保護局,,,32,,修惜站名稱、服務項目、展售地址、服務時間、聯絡電話,
1225,旅行時間偵測站 站間平均行駛車速,交通局,桃園市政府,交通局,,,294,,UpdateTime(資料更新時間)、DeviceFrom(上游偵測站編號)、DeviceTo(下游偵測編號)、VehicleType(車種)、Speed(平均車速)、Volume(流量),
1226,桃園市政府促進青年公共參與補助作業要點,青年事務局,桃園市政府,青年事務局,,,80,,補助原則如下：(一)申請活動視青年參與人數、參與性質、參與內容、參與地區及參與時間等因素，核給補助額度，最高以新臺幣二萬元為上限。(二)依法設立並經主管機關許可設立之工會(含總工會、職業工會)、農會、漁會、水利會、同業公會、體育會(含單項運動委員會)或申請補助之計畫具公益性質之教育、文化、社會福利團體，不受前款規定之額度限制。申請活動視青年參與人數、參與性質、參與內容、參與地區及參與時間等因素，核給補助額度，最高以新臺幣十萬元為上限。(三)每案補助額度以不超過申請計畫總經費百分之八十為原則。(四)申請單位自籌款須占申請計畫總經費百分之二十以上。(五)同一申請單位於同一會計年度內，最多以補助二案為原則。(六)弱勢青年、低收入戶青年、原住民青年、新住民青年及新住民二代青年參與比例較高之活動或其他特殊情形經簽奉核准者，得衡酌實際狀況優予補助，不受第一款至第四款補助原則之限制。(七)補助經費編列項目單價，依補助經費編列基準表(如附件二)。,
1227,桃園市婦女館,社會局,桃園市政府,社會局,,,129,,中心名稱、服務區域、電話、地址、服務內容、服務對象,
1228,附屬單位預算作業基金現金流量綜計表(依現金流量項目分列),主計處,桃園市政府,主計處,,,42,,項目1、項目2、項目3、本年度預算數,
1229,103年度桃園市各行政區建物買賣移轉棟數統計,地政局,桃園市政府,地政局,,,221,,"年度,月份,行政區代碼,地段代碼,棟數",
1230,桃園市火災出動車輛統計,消防局,桃園市政府,消防局,,,143,,大隊分隊、受理火災案件數、直線雲梯消防車、屈折雲梯消防車、化學消防車、水箱消防車、水庫消防車、泡沫消防車、幫浦消防車、超高壓消防車、救助器材車、排煙車、照明車、空氣壓縮車、救災指揮車、水陸兩用車、災情勘查車、化災處理車、火災現場勘驗車、消防警備車、消防救災越野車、消防救災機車、緊急修護車、一般型救謢車、加謢型救謢車、其他,
1231,桃園市公共設施用地已取得面積,都市發展局,桃園市政府,都市發展局,,,204,,總計	公園	綠地	廣場	兒童遊樂場	體育場	道路及人行步道	停車場	加油站	市場	學校	社教機構	醫療衛生	機關	墓地	變電所及電力事業用地	郵件及電信用地	民用航空站及機場	溝渠河道	港埠	捷運系統交通車站鐵路	環保設施	其他	總計,
1232,桃園市政府人事處公務統計報表,人事處,桃園市政府,人事處,,,153,,各公務統計報表名稱,
1233,桃園市政府警察局101~105年楊梅分局預算表,警察局,桃園市政府,警察局,,,148,,year(年度，預算所屬年度)、type(預算別，分為歲入來源別及歲出機關別)、breau(機關，預算所屬機關)、art_1(款)、art_2(項)、art_3(目)、art_4(節)、name(名稱，預算名稱)、budget(預算數，單位為新臺幣/元),
1234,100年度桃園市各行政區土地買賣移轉筆數統計,地政局,桃園市政府,地政局,,,237,,"年度,月份,行政區代碼,地段代碼,筆數 ",
1235,桃園市105年A2道路交通事故-時間別統計,警察局,桃園市政府,警察局,,,96,,breau(分局轄區)、year(年度)、time_start(時間區段起)、time_end(時間區段迄)、count(發生件數),
1236,桃園市乳癌確認診斷及治療醫院,衛生局,桃園市政府,衛生局,,,89,,編號、轄區、乳癌確認診斷及治療醫院、地址、電話,
1237,桃園市河濱自行車道資料,水務局,桃園市政府,水務局,,,2243,,名稱(自行車道名稱)，長度(車道長度)，平均寬度(m)，起點，終點,
1238,桃園市體育局運動休閒中心,體育局,桃園市政府,體育局,,,103,,運休中心設施內容，地址，開放時間，收費標準。,
1239,101年桃園市土地公告現值-觀音,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
1240,桃園市政府水務局建置水位站即時偵測資料,水務局,桃園市政府,水務局,,,10900,,資料時間、經度、緯度、站名、站名編號、行政區、護岸高M、水位高M、單張影像路徑、串流網址、警戒狀態,
1241,桃園市其他天然災害建物損失,消防局,桃園市政府,消防局,,,26,,區域、建物損失_建物全倒_棟、建物損失_建物全倒_戶、建物損失_建物半倒_棟、建物損失_建物半倒_戶,
1242,桃園市市管河川資訊,水務局,桃園市政府,水務局,,,510,,名稱，水系，長度，公里，起訖位置，集水區面積_km2，Q50洪峰流量＿cms，Ｑ25洪峰流量_cms，Q10洪峰流量_cms，平均坡度，治理規劃_完成日期，治理規劃_經濟部核定日期及文號,
1243,103年房屋稅收稅籍數及實徵數─按里別,地方稅務局,桃園市政府,地方稅務局,,,81,,"項次,中文區別,中文里名,稅籍戶數,實徵稅額(千元)",
1244,桃園市政府無線網路Wi-Fi熱點資訊,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,427,,"項次,熱點類別,熱點名稱,縣市名稱,鄉鎮市區,地址,熱點類別(英語),熱點名稱(英語),縣市名稱(英語),鄉鎮市區(英語),地址(英語)",
1245,桃園市刑事案件分類發生數、破獲數及嫌疑犯人數,警察局,桃園市政府,警察局,,,383,,year(年度)、轄區(breau)、type(案件種類)、h_count(發生數)、a_count(破獲數)、s_count(嫌疑犯),
1246,桃園市南區青少年活動中心場地租借說明,社會局,桃園市政府,社會局,,,321,,場地別、座位數、租借時段、平日場地維護費、週末假日場地維護費、空調冷氣費_分時段、清潔費_分時段、鋼琴租用設備費、單槍投影設備租用費、保證金、空間數量,
1247,經濟部推薦桃園市工商綜合區總表,經濟發展局,桃園市政府,經濟發展局,,,319,,名稱、開發地區、開發分區、電話,
1248,桃園市『台灣智慧航空城產業聯盟』會員廠商列表,經濟發展局,桃園市政府,經濟發展局,,,255,,編號、公司名稱,
1249,桃園航空城計畫機場園區第1場預備聽證會議實錄,地政局,桃園市政府,地政局,,,1568,,桃園航空城計畫機場園區第1場預備聽證會議實錄,
1250,桃園市免費勞工法律諮詢,勞動局,桃園市政府,勞動局,,,268,,"編號,諮詢地點,服務時段,聯絡電話,備註",
1251,105年各稅目受理行政救濟案件統計表,地方稅務局,桃園市政府,地方稅務局,,,80,,"項目,復查,續提訴願,逕提訴願,行政訴訟,合計",
1252,桃園市政府地方稅務局101年度歲入決算表,地方稅務局,桃園市政府,地方稅務局,,,207,,名稱、決算數,
1253,桃園市105年A1道路交通事故-道路型態統計,警察局,桃園市政府,警察局,,,99,,breau(分局轄區)、road_type(道路型態)、year(年度)、count(發生件數),
1254,桃園市失業率按教育程度別分-國中及以下,主計處,桃園市政府,主計處,,,8,,年別、男性、女性,
1255,桃園市漁會通訊資料,農業局,桃園市政府,農業局,,,37,,電話(電話)、傳真(傳真),
1256,桃園市政府警察局101~105年八德分局預算表,警察局,桃園市政府,警察局,,,145,,year(年度，預算所屬年度)、type(預算別，分為歲入來源別及歲出機關別)、breau(機關，預算所屬機關)、art_1(款)、art_2(項)、art_3(目)、art_4(節)、name(名稱，預算名稱)、budget(預算數，單位為新臺幣/元),
1257,桃園市毒蛇血清供給表,衛生局,桃園市政府,衛生局,,,11,,地點、種類、庫存量,
1258,桃園市公寓大廈管理委員會清冊(大溪區),都市發展局,桃園市政府,都市發展局,,,227,,序號、管理委員會、建築物地址,
1259,102年桃園市土地公告現值及公告地價-大溪,地政局,桃園市政府,地政局,,,9,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
1260,公辦市地重劃區,地政局,桃園市政府,地政局,,,122,,期別、鄉鎮市區、重劃區名稱、段、小段、重劃後地號(始末)、備註,
1261,桃園航空城計畫機場園區第10場預備聽證會議實錄,地政局,桃園市政府,地政局,,,437,,桃園航空城計畫機場園區第10場預備聽證會議實錄,
1262,105年桃園市餐飲優良衛生分級名單,衛生局,桃園市政府,衛生局,,,22,,店家、店家電話、店長、營業地址、食品業者登錄字號、優良等級、業別,
1263,桃園市各區社區活動中心名冊-桃園區,社會局,桃園市政府,社會局,,,5,,社區活動中心名稱、地址、公所承辦單位、電話,
1264,桃園市消防人力,消防局,桃園市政府,消防局,,,31,,單位、編制員額、預算員額、職等10以上_警監、職等10以上_簡任、職等6至9_警正、職等6至9_荐任、職等5以下_警佐、職等5以下_委任、年齡未滿25歲、年齡25至29歲、年齡30至34歲、年齡35至39歲、年齡40至44歲、年齡45至49歲、年齡50至54歲、年齡55至59歲、年齡60至64歲、年齡65歲以上、男、女、警察特考_乙等_3等、警察特考_丙等_4等、警察特考_丁等_5等、高考、普考、其他考試_相當高考以上、其他考試_相當普考以下、以技術機要人員任用、比照警佐待遇、中央警察大學_研究所、中央警察大學_大學、中央警察大學_專修科、中央警察大學_警佐班、警察專科學校_專科警員班、警察專科學校_警員班、其他院校_研究所、其他院校_大學、其他院校_專科、其他院校_高中_職、其他院校_國中_初中以下,
1265,桃園市震災災害出動救災人次,消防局,桃園市政府,消防局,,,23,,區域、出動救災人次_消防人員、出動救災人次_義消人員、出動救災人次_民間救難團體、出動救災人次_義勇搜救隊、出動救災人次_警察、出動救災人次_義警、出動救災人次_民防、出動救災人次_國軍、出動救災人次_其他,
1266,桃園市政府消防局救災救護指揮中心受理市內電話量統計,消防局,桃園市政府,消防局,,,22,,年度、總來話次數_次、總談話時間_時分秒,
1267,桃園市菸酒製造業者資料一覽表,財政局,桃園市政府,財政局,,,243,,製造業者名稱、統一編號、負責人、總機構所在地、許可執照號碼,
1268,桃園市政府青年事務局創新創業補助活動,青年事務局,桃園市政府,青年事務局,,,34,,機關名稱：桃園市政府青年事務局地址：桃園市中壢區環北路390號電話：(03)4225205,
1269,桃園市各都市計畫-土地使用管制彙整表(1),都市發展局,桃園市政府,都市發展局,,,4401,,名稱都市計畫名稱土管規定建蔽率容積率、桃園市都市計畫、縱貫公路桃園內壢間都市計畫、中壢平鎮都市擴大修訂計畫、中壢龍岡地區都市計畫、中壢過嶺地區楊梅高榮地區新屋頭洲地區觀音富源地區主要計畫、平鎮山仔頂地區都市計畫、龍壽、迴龍地區都市計畫、南崁地區都市計畫、楊梅都市計畫、楊梅富岡豐野地區都市計畫、大溪鎮埔頂地區都市計畫、八德大湳地區都市計畫、八德八德地區都市計畫、龜山都市計畫、復興都市計畫,
1270,101年桃園市土地公告現值-八德,地政局,桃園市政府,地政局,,,5,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
1271, 桃園市房地產消費糾紛原因及來源明細統計表,地政局,桃園市政府,地政局,,,95,,消費糾紛原因：01.契約審閱權02.隱瞞重要資訊03.廣告不實04.產權不清楚05.「定金」返還(含斡旋金轉成定金返還)06.開工遲延07.施工瑕疵08.建材設備不符09.工程結構及公共工程安全問題10.交屋遲延11.坪數不足12.屋頂使用權與產權爭議13.地下室使用權與產權爭議14.法定空地使用權與產權爭議15.建物不符容積率規定16.對預售屋未售出部分逕自變更設計，增加戶數銷售17.建商要求客戶繳回契約書18.建商倒閉19.停車位使用權20.停車位面積21.停車位價金22.要約書之使用23.仲介「斡旋金」返還24.仲介公司欺罔行為25.一屋二賣26.賺取差價27.服務報酬爭議28.房屋現況說明書內容與現況不符29.氯離子檢測30.鋼筋輻射檢測31.銷售人員捲款潛逃32.逃漏稅捐33.有關稅費爭議34.未提供要約書或斡旋契約選擇35.終止委售或買賣契約36.房屋漏水問題37.標的物貸款問題38.未提供(交)不動產說明書39.其他合計,
1272,附屬單位預算營業基金盈虧撥補綜計表(依撥補項目分列),主計處,桃園市政府,主計處,,,38,,科目1、科目2、科目3、本年度預算數_金額、本年度預算數_百分比、上年度預算數_金額、上年度預算數_百分比、比較增減_金額、比較增減_百分比,
1273,桃園市溫泉井位置,水務局,桃園市政府,水務局,,,97,,名稱 TWD97座標_E TWD97座標_N,
1274,桃園市風災災害建物損失,消防局,桃園市政府,消防局,,,30,,區域、建物損失_建物全倒_棟、建物損失_建物全倒_戶、建物損失_建物半倒_棟、建物損失_建物半倒_戶,
1275,桃園市救護車設置概況,衛生局,桃園市政府,衛生局,,,376,,"救護車設置概況(救護車,支援救護,救護技術員服務，共4家民間救護車，加上醫院及消防局共162輛)",
1276,附屬單位決算作業基金平衡綜計表(依基金別分列),主計處,桃園市政府,主計處,,,26,,科目1、科目2、科目3、科目4、合計_金額、合計_百分比、桃園市醫療作業基金_金額、桃園市醫療作業基金_百分比、桃園市土地重劃基金_金額、桃園市土地重劃基金_百分比、桃園市實施平均地權基金_金額、桃園市實施平均地權基金_百分比、桃園市都市更新基金_金額、桃園市都市更新基金_百分比、桃園市住宅基金_金額、桃園市住宅基金_百分比、桃園市公教人員住宅貸款及急難貸款基金_金額、桃園市公教人員住宅貸款及急難貸款基金_百分比、桃園市產業園區開發管理基金_金額、桃園市產業園區開發管理基金_百分比、桃園市停車場作業基金_金額、桃園市停車場作業基金_百分比、桃園市軌道建設發展基金_金額、桃園市軌道建設發展基金_百分比,
1277,桃園市合作社名冊,社會局,桃園市政府,社會局,,,220,,社名、聯絡地址、理事主席,
1278,年度十大伴手禮,經濟發展局,桃園市政府,經濟發展局,,,110,,年度、類別、企業名稱、產品名,
1279,就業者行業、年齡、職業及教育結構,勞動局,桃園市政府,勞動局,,,103,,年別(民國年份)、總人口(千人)、15歲以上民間人口(總計、男、女)、勞動力(總計、男、女)、非勞動力(總計、男、女)、勞動力參與率(總計、男、女)、失業率(總計、男、女)、總計(千人)、年齡(年齡分配)、行業(行業別)、職業(職業別)、教育程度(教育程度)。,
1280,桃園市103年度建築物公共安全檢查稽查數量,都市發展局,桃園市政府,都市發展局,,,220,,月份、檢查件數、不合格家數含違建、罰鍰件數、斷水斷電件數、限期改善列管複查件數,
1281,105年度桃園市政府資訊中心預算資料,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,335,,1.105年歲入來源別預算表：款、款編號、款名稱、項、項編號、項名稱、目、目編號、目名稱、節、節編號、節名稱、本年度預算數、上年度預算數、前年度決算數、本年度與上年度比較、說明及法令依據2.105年歲出機關別預算表：款、款編號、款名稱、項、項編號、項名稱、目、目編號、目名稱、節、節編號、節名稱、本年度預算數、上年度預算數、前年度決算數、本年度與上年度比較、說明,
1282,桃園市火災財物損失統計,消防局,桃園市政府,消防局,,,141,,區域別、被毀損房間數_間、被毀損車輛數_大型車、被毀損車輛數_小型車、被毀損車輛數_特種車、被毀損車輛數_機車、被毀損車輛數_其他、財物損失情形_房屋_千元、財物損失情形_財_物_千元,
1283,桃園市106年關懷旅外大專校院青年巡迴座談會計畫,青年事務局,桃園市政府,青年事務局,,,8,,在本局服務範疇內，在學青年的年齡層中，部分的桃園在地青年須遠赴其他縣市就讀大學，為使這些桃園校友能感受到本局支持的力量，特定訂旨揭計畫，希冀透過以縣市為單位的座談會形式，廣開與桃園校友對話的機會，除了讓青年認識家鄉各項福利措施，激發青年對桃園的歸屬感，並燃起對家鄉公共事務的熱情。,
1284,105年度桃園市都市設計審議委員第一審議會委員,都市發展局,桃園市政府,都市發展局,,,115,,專業類別/職稱、姓名、性別、現職,
1285,桃園市政府水務局雨量站即時偵測資料,水務局,桃園市政府,水務局,,,172,,縣市行政區、雨量站、點位、編號 更新日期、十分鐘、一小時、三小時、六小時、十二小時、二十四小時,
1286,龜山三七五租約資料,地政局,桃園市政府,地政局,,,100,,"行政區,段名,地號",
1287,桃園市立案兒童及少年安置及教養機構,社會局,桃園市政府,社會局,,,155,,名稱、地址、電話、網址、主要服務事項,
1288,桃園市轄內西醫診所(含診療科別),衛生局,桃園市政府,衛生局,,,76,,桃園市轄內西醫診所，地址，電話，診療科別,
1289,桃園航空城計畫機場園區第8場預備聽證會議實錄,地政局,桃園市政府,地政局,,,439,,桃園航空城計畫機場園區第8場預備聽證會議實錄,
1290,桃園市各都市計畫-通盤檢討辦理情形彙整表,都市發展局,桃園市政府,都市發展局,,,297,,編號、都市計畫名稱、歷次通盤檢討公告實施日期原計畫、歷次通盤檢討公告實施日期一通、歷次通盤檢討公告實施日期二通、歷次通盤檢討公告實施日期三通、歷次通盤檢討公告實施日期四通,
1291,桃園市公務人員協會第1屆第2次理監事聯席會議紀錄,人事處,桃園市政府,人事處,,,31,,桃園市公務人員協會第1屆第2次理監事聯席會議紀錄,
1292,桃園市儲蓄互助社名冊,社會局,桃園市政府,社會局,,,195,,社名、理事主席、社址,
1293,桃園市社區發展協會名冊,社會局,桃園市政府,社會局,,,181,,行政區、社區發展協會名稱、理事長姓名、會址、電話、傳真、成立日期、網址、社區活動中心數、社區發展協會附設長壽俱樂部數、社區發展協會附設成長教室數、社區發展協會附設守望相助隊數、社區發展協會附設民俗技藝團隊數、社區照顧關懷據點數、社區圖書室數,
1294,103年桃園市土地公告現值-桃園,地政局,桃園市政府,地政局,,,2,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
1295,101年桃園市土地公告現值-復興,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
1296,附屬單位預算營業基金損益綜計表(依收支科目分列),主計處,桃園市政府,主計處,,,38,,項目1、項目2、項目3、本年度預算數_金額、本年度預算數_百分比、上年度預算數_金額、上年度預算數_百分比、比較增減_金額、比較增減_百分比,
1297,100年桃園市土地公告現值-大溪,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
1298,桃園市固定式測速照相,警察局,桃園市政府,警察局,,,429,,Bianhao(編號)、address(地點)、camera_direction(相機方向)、Haya_gen(速限)、Latitude(緯度)、Longitude(經度),
1299,桃園航空城計畫機場園區第11場預備聽證會議實錄,地政局,桃園市政府,地政局,,,404,,桃園航空城計畫機場園區第11場預備聽證會議實錄,
1300,(桃園市)106年「學校周邊飲食業衛生分級」標章(優、良)業者名冊,衛生局,桃園市政府,衛生局,,,4,,"商號,店長,所屬地區,地址,標章分級,食品業者登錄字號",
1301,桃園市消防安全檢查重大不合格場所,消防局,桃園市政府,消防局,,,447,,場所名稱、場所地點、檢查結果(違規項目)、檢查日期(年月日),
1302,桃園市加氣站營業名冊,經濟發展局,桃園市政府,經濟發展局,,,81,,執照號碼、名稱、營業主體、地址、聯絡方式,
1303,附屬單位決算特別收入基金來源、用途及餘絀綜計表,主計處,桃園市政府,主計處,,,21,,主管機關、基金、預算數_基金來源、預算數_基金用途、預算數_本期餘絀、決算數_基金來源、決算數_基金用途、決算數_本期餘絀、預決算數比較_基金來源、預決算數比較_基金用途、預決算數比較_本期餘絀、期初基金餘額(短絀－)、解繳公庫、期末基金餘額(短絀－),
1304,桃園市政府104年度消費爭議申訴案暨調解案件類型分析,法務局,桃園市政府,法務局,,,148,,類別、項目、第一次申訴、消保官申訴、調解案件、合計 ,
1305,附屬單位決算營業基金現金流量綜計表(依基金別分列),主計處,桃園市政府,主計處,,,23,,項目1、項目2、項目3、合計、桃園航空城股份有限公司、桃園大眾捷運股份有限公司、桃園果菜市場股份有限公司,
1306,ESCO（能源技術服務業）資訊,環境保護局,桃園市政府,環境保護局,,,173,,公司名稱、姓名、電話、手機、e-mail、地址、類別,
1307,101年桃園市土地公告現值-中壢,地政局,桃園市政府,地政局,,,2,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
1308,桃園市救護義消歷年協勤統計,消防局,桃園市政府,消防局,,,8,,年度、協勤總人數_人、協勤總時數_小時,
1309,桃園市勞動力參與率按教育程度分-高中(職),主計處,桃園市政府,主計處,,,8,,年別、男性、女性,
1310,103年度桃園市各行政區土地買賣移轉筆數統計,地政局,桃園市政府,地政局,,,164,,"年度,月份,行政區代碼,地段代碼,筆數 ",
1311,桃園市公文時效統計表(一般公文)106.09,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,10,,"本月份新收件數,截至上月待辦件數,本月創稿數,6日（含）以內辦結件數,7日至30日（含）辦結件數,30日以上辦結件數,存查件數,辦結公文合計,發文平均使用日數,存查平均使用日數,待辦公文件數,未逾辦理期限待辦件數,已逾辦理期限待辦件數,",
1312,桃園市政府文化局獎助影視產業實施要點,文化局,桃園市政府,文化局,,,217,,桃園市政府文化局獎助影視產業實施要點,
1313,桃園市長青學苑辦理單位名冊,社會局,桃園市政府,社會局,,,6,,行政區、辦理單位名稱、活動名稱、聯絡電話,
1314,桃園市災害防救團體,消防局,桃園市政府,消防局,,,236,,團體名稱、專長,
1315,桃園市政府所屬各機關分層負責明細表共同項目甲、乙表,人事處,桃園市政府,人事處,,,395,,承辦機關、公務項目、公務內容、決行權責第四層、決行權責第三層、決行權責第二層、決行權責第一層、會辦機關、備考,
1316,桃園市失業率按教育程度別分-大專及以上,主計處,桃園市政府,主計處,,,6,,年別、男性、女性,
1317,桃園市消防人力年齡統計表,消防局,桃園市政府,消防局,,,82,,年度、年齡29歲以下、年齡30至39歲、年齡40至49歲、年齡50至59歲、年齡60至65歲、年齡66歲以上,
1318,附屬單位預算營業基金財務摘要綜計表,主計處,桃園市政府,主計處,,,29,,項目1、項目2、本年度、上年度、比較增減數_金額、比較增減數_百分比,
1319,平鎮三七五租約資料,地政局,桃園市政府,地政局,,,105,,"行政區,段名,地號",
1320,區公所回饋金相關計畫-台電促協,經濟發展局,桃園市政府,經濟發展局,,,5,,公司名稱、年度、經費來源、額度_元、分配單位、執行單位、用途、執行結果,
1321,桃園市政府藝文設施管理中心藝文活動,文化局,桃園市政府,文化局,,,1229,,"日期（活動表演日期）,時間（活動表演時間）,地點（活動表演地點）,活動名稱（活動表演名稱）",
1322,106年桃園市愛滋病指定醫事機構,衛生局,桃園市政府,衛生局,,,87,,醫療院所名稱、聯絡電話、地址,
1323,桃園市政府都市發展局職員考試統計報表,都市發展局,桃園市政府,都市發展局,,,184,,總人數	合計	小計	高考	普考	特考	其他考試	依其他法令進用人數	備註,
1324,桃園市各都市計畫-土地使用內容概要統計表,都市發展局,桃園市政府,都市發展局,,,266,,編號、都市計畫名稱、土地使用分區面積_公頃、公共設施用地面積(公頃)、計畫總面積(公頃)、都市發展用地、都市發展用地佔都市計畫總面積之比例,
1325,附屬單位預算特別收入基金現金流量綜計表(依基金別分列),主計處,桃園市政府,主計處,,,18,,項目1、項目2、項目3、合計、桃園市有線廣播電視事業發展基金、桃園市建築物無障礙設備與設施改善基金、桃園市道路基金、桃園市共同管道管理基金、桃園市公益彩券盈餘分配基金、桃園市身心障礙者就業基金、桃園市勞工權益基金、桃園市農業發展基金、桃園市環境保護基金、桃園市國際機場航空噪音防制費及回饋金基金、桃園市區域垃圾處理廠場回饋金基金、桃園市警察人員安全基金、桃園市消防人員安全基金、桃園市食品安全保護基金、桃園市地方教育發展基金,
1326,桃園市各地所及工作站服務據點,地政局,桃園市政府,地政局,,,214,,"地政服務據點,聯絡電話,地址,地理座標(TWD67),地理座標(TWD97),地理座標(WGS84)",
1327,(桃園市)104年度第一階段麵粉工廠稽查結果,衛生局,桃園市政府,衛生局,,,4,,工廠名稱/地址	稽查日期	稽查項目	稽查結果	複查日期	複查結果,
1328,附屬單位決算特別收入基金現金流量綜計表(依現金流量項目分列),主計處,桃園市政府,主計處,,,11,,項目1、項目2、項目3、預算數、決算數、比較增減_金額、比較增減_百分比,
1329,桃園市子宮頸抹片篩檢醫院診所,衛生局,桃園市政府,衛生局,,,42,,編號、轄區、醫療院所、地址、電話,
1330,桃園市身心障礙者居家服務委辦單位,社會局,桃園市政府,社會局,,,14,,服務單位、服務區域、電話、地址,
1331,桃園市政府建築管理處職員年齡統計報表,都市發展局,桃園市政府,都市發展局,,,171,,合計	二十九以下	三十至三十九	四十至四十九	五十至五十九	六十至六十五	六十六以上	平均年齡	備註,
1332,桃園市自行車竊盜點位,警察局,桃園市政府,警察局,,,754,,type(犯罪發生的種類)、time(犯罪發生的年、月、日)、year(犯罪發生的年度)、month(犯罪發生的月份)、date(犯罪發生日期)、breau(該案管轄的分局)、station(該案管轄的派出所)、Latitude(犯罪發生的緯度，WGS84)、Longitude(犯罪發生的經度，WGS84),
1333,桃園市政府警察局公務人員－按職等別,警察局,桃園市政府,警察局,,,131,,year(統計年度)、career_type(職別)、career_level(官職等)、count(人數),
1334,105年度桃園市各行政區土地買賣移轉筆數統計,地政局,桃園市政府,地政局,,,48,,"年度,月份,行政區代碼,地段代碼,筆數 ",
1335,桃園市失業率,主計處,桃園市政府,主計處,,,17,,年別、男性、女性,
1336,商業異動_本月各行業別現有家數,經濟發展局,桃園市政府,經濟發展局,,,0,,行業別、現有家數,
1337,臺灣桃園國際機場監測站資料,環境保護局,桃園市政府,環境保護局,,,96,,測站編號、測站名稱、測站位置(地址)、經緯度座標,
1338,106年桃園市流感疫苗合約醫療院所名冊,衛生局,桃園市政府,衛生局,,,129,,行政區醫療院所名稱醫療院所十碼代碼科別合約院所代碼醫院類別郵遞區號地址聯絡人聯絡人電話預約方式認養社區或企業接種站有無提供自費疫苗掛號費幼兒掛號費65歲以上長者掛號費50至64歲成人掛號費重大傷病患者及慢性病人掛號費孕婦及6個月內嬰兒父母其他接種相關醫療費用,
1339,路外停車資訊,交通局,桃園市政府,交通局,,,916467,,areaid(地區編碼)、areaname(地區名稱)、parkid(停車場編碼)、totalspace(總車位數)、surplusspace(剩餘車位數)、payguide(計費方式說明)、introduction(停車場介紹)、address(住址)、wgsx(經度)、wgsy(緯度),
1340,105年度蘆竹區新舊建號對照資料,地政局,桃園市政府,地政局,,,247,,"舊地號行政區,新地號行政區,舊地段名稱,新地段名稱,舊地號,新地號",
1341,桃園市105年A1道路交通事故-機車傷亡者與戴用安全帽關係統計,警察局,桃園市政府,警察局,,,104,,breau(分局轄區)、p_class(駕駛人或被載人)、statu_class(是否戴用安全帽)、dead(死亡人數)、hurt(受傷人數),
